release	benchmark id	benchmark comment	host name	no. cores	os	user name	database	language	driver	trial no.	SQL statement	core multiplier	fetch size	transaction size	bulk length	bulk size	batch size	action	start day time	end day time	duration (sec)	duration (ns)
1.1.0	18a3a077d7e710807242a658dd833385	Release	ubuntu	8	amd64 / Linux / 5.11.0-37-generic	walter	db_21_3_ee	Elixir 1.12.3	oranif (Version 0.2.3)	1	INSERT INTO ora_bench_table (key, data) VALUES (:key, :data)	0	1024	0	1024	100000	0	query	2021-10-12 10:36:37.168852000	2021-10-12 10:36:39.339757000	2	2170905000
1.1.0	18a3a077d7e710807242a658dd833385	Release	ubuntu	8	amd64 / Linux / 5.11.0-37-generic	walter	db_21_3_ee	Elixir 1.12.3	oranif (Version 0.2.3)	1	SELECT key, data FROM ora_bench_table	0	1024	0	1024	100000	0	query	2021-10-12 10:36:39.339971000	2021-10-12 10:36:39.933013000	0	593042000
1.1.0	18a3a077d7e710807242a658dd833385	Release	ubuntu	8	amd64 / Linux / 5.11.0-37-generic	walter	db_21_3_ee	Elixir 1.12.3	oranif (Version 0.2.3)	1		0	1024	0	1024	100000	0	trial	2021-10-12 10:36:37.083847000	2021-10-12 10:36:40.368667000	3	3284820000
1.1.0	18a3a077d7e710807242a658dd833385	Release	ubuntu	8	amd64 / Linux / 5.11.0-37-generic	walter	db_21_3_ee	Elixir 1.12.3	oranif (Version 0.2.3)	2	INSERT INTO ora_bench_table (key, data) VALUES (:key, :data)	0	1024	0	1024	100000	0	query	2021-10-12 10:36:40.394719000	2021-10-12 10:36:42.234918000	2	1840199000
1.1.0	18a3a077d7e710807242a658dd833385	Release	ubuntu	8	amd64 / Linux / 5.11.0-37-generic	walter	db_21_3_ee	Elixir 1.12.3	oranif (Version 0.2.3)	2	SELECT key, data FROM ora_bench_table	0	1024	0	1024	100000	0	query	2021-10-12 10:36:42.235147000	2021-10-12 10:36:42.845009000	0	609862000
1.1.0	18a3a077d7e710807242a658dd833385	Release	ubuntu	8	amd64 / Linux / 5.11.0-37-generic	walter	db_21_3_ee	Elixir 1.12.3	oranif (Version 0.2.3)	2		0	1024	0	1024	100000	0	trial	2021-10-12 10:36:40.381563000	2021-10-12 10:36:43.267585000	3	2886022000
1.1.0	18a3a077d7e710807242a658dd833385	Release	ubuntu	8	amd64 / Linux / 5.11.0-37-generic	walter	db_21_3_ee	Elixir 1.12.3	oranif (Version 0.2.3)	3	INSERT INTO ora_bench_table (key, data) VALUES (:key, :data)	0	1024	0	1024	100000	0	query	2021-10-12 10:36:43.290173000	2021-10-12 10:36:45.034175000	2	1744002000
1.1.0	18a3a077d7e710807242a658dd833385	Release	ubuntu	8	amd64 / Linux / 5.11.0-37-generic	walter	db_21_3_ee	Elixir 1.12.3	oranif (Version 0.2.3)	3	SELECT key, data FROM ora_bench_table	0	1024	0	1024	100000	0	query	2021-10-12 10:36:45.034366000	2021-10-12 10:36:45.732545000	0	698179000
1.1.0	18a3a077d7e710807242a658dd833385	Release	ubuntu	8	amd64 / Linux / 5.11.0-37-generic	walter	db_21_3_ee	Elixir 1.12.3	oranif (Version 0.2.3)	3		0	1024	0	1024	100000	0	trial	2021-10-12 10:36:43.267791000	2021-10-12 10:36:46.089865000	3	2822074000
1.1.0	18a3a077d7e710807242a658dd833385	Release	ubuntu	8	amd64 / Linux / 5.11.0-37-generic	walter	db_21_3_ee	Elixir 1.12.3	oranif (Version 0.2.3)	4	INSERT INTO ora_bench_table (key, data) VALUES (:key, :data)	0	1024	0	1024	100000	0	query	2021-10-12 10:36:46.102971000	2021-10-12 10:36:47.902012000	1	1799041000
1.1.0	18a3a077d7e710807242a658dd833385	Release	ubuntu	8	amd64 / Linux / 5.11.0-37-generic	walter	db_21_3_ee	Elixir 1.12.3	oranif (Version 0.2.3)	4	SELECT key, data FROM ora_bench_table	0	1024	0	1024	100000	0	query	2021-10-12 10:36:47.902184000	2021-10-12 10:36:48.492865000	1	590681000
1.1.0	18a3a077d7e710807242a658dd833385	Release	ubuntu	8	amd64 / Linux / 5.11.0-37-generic	walter	db_21_3_ee	Elixir 1.12.3	oranif (Version 0.2.3)	4		0	1024	0	1024	100000	0	trial	2021-10-12 10:36:46.090071000	2021-10-12 10:36:48.883657000	2	2793586000
1.1.0	18a3a077d7e710807242a658dd833385	Release	ubuntu	8	amd64 / Linux / 5.11.0-37-generic	walter	db_21_3_ee	Elixir 1.12.3	oranif (Version 0.2.3)	5	INSERT INTO ora_bench_table (key, data) VALUES (:key, :data)	0	1024	0	1024	100000	0	query	2021-10-12 10:36:48.897397000	2021-10-12 10:36:50.692408000	2	1795011000
1.1.0	18a3a077d7e710807242a658dd833385	Release	ubuntu	8	amd64 / Linux / 5.11.0-37-generic	walter	db_21_3_ee	Elixir 1.12.3	oranif (Version 0.2.3)	5	SELECT key, data FROM ora_bench_table	0	1024	0	1024	100000	0	query	2021-10-12 10:36:50.692584000	2021-10-12 10:36:51.324118000	1	631534000
1.1.0	18a3a077d7e710807242a658dd833385	Release	ubuntu	8	amd64 / Linux / 5.11.0-37-generic	walter	db_21_3_ee	Elixir 1.12.3	oranif (Version 0.2.3)	5		0	1024	0	1024	100000	0	trial	2021-10-12 10:36:48.883912000	2021-10-12 10:36:51.677467000	3	2793555000
1.1.0	18a3a077d7e710807242a658dd833385	Release	ubuntu	8	amd64 / Linux / 5.11.0-37-generic	walter	db_21_3_ee	Elixir 1.12.3	oranif (Version 0.2.3)	6	INSERT INTO ora_bench_table (key, data) VALUES (:key, :data)	0	1024	0	1024	100000	0	query	2021-10-12 10:36:51.690337000	2021-10-12 10:36:53.475685000	2	1785348000
1.1.0	18a3a077d7e710807242a658dd833385	Release	ubuntu	8	amd64 / Linux / 5.11.0-37-generic	walter	db_21_3_ee	Elixir 1.12.3	oranif (Version 0.2.3)	6	SELECT key, data FROM ora_bench_table	0	1024	0	1024	100000	0	query	2021-10-12 10:36:53.475916000	2021-10-12 10:36:54.059471000	1	583555000
1.1.0	18a3a077d7e710807242a658dd833385	Release	ubuntu	8	amd64 / Linux / 5.11.0-37-generic	walter	db_21_3_ee	Elixir 1.12.3	oranif (Version 0.2.3)	6		0	1024	0	1024	100000	0	trial	2021-10-12 10:36:51.677668000	2021-10-12 10:36:54.414535000	3	2736867000
1.1.0	18a3a077d7e710807242a658dd833385	Release	ubuntu	8	amd64 / Linux / 5.11.0-37-generic	walter	db_21_3_ee	Elixir 1.12.3	oranif (Version 0.2.3)	7	INSERT INTO ora_bench_table (key, data) VALUES (:key, :data)	0	1024	0	1024	100000	0	query	2021-10-12 10:36:54.427538000	2021-10-12 10:36:56.235340000	2	1807802000
1.1.0	18a3a077d7e710807242a658dd833385	Release	ubuntu	8	amd64 / Linux / 5.11.0-37-generic	walter	db_21_3_ee	Elixir 1.12.3	oranif (Version 0.2.3)	7	SELECT key, data FROM ora_bench_table	0	1024	0	1024	100000	0	query	2021-10-12 10:36:56.235616000	2021-10-12 10:36:56.841032000	0	605416000
1.1.0	18a3a077d7e710807242a658dd833385	Release	ubuntu	8	amd64 / Linux / 5.11.0-37-generic	walter	db_21_3_ee	Elixir 1.12.3	oranif (Version 0.2.3)	7		0	1024	0	1024	100000	0	trial	2021-10-12 10:36:54.414809000	2021-10-12 10:36:57.201885000	3	2787076000
1.1.0	18a3a077d7e710807242a658dd833385	Release	ubuntu	8	amd64 / Linux / 5.11.0-37-generic	walter	db_21_3_ee	Elixir 1.12.3	oranif (Version 0.2.3)	8	INSERT INTO ora_bench_table (key, data) VALUES (:key, :data)	0	1024	0	1024	100000	0	query	2021-10-12 10:36:57.214639000	2021-10-12 10:36:59.059508000	2	1844869000
1.1.0	18a3a077d7e710807242a658dd833385	Release	ubuntu	8	amd64 / Linux / 5.11.0-37-generic	walter	db_21_3_ee	Elixir 1.12.3	oranif (Version 0.2.3)	8	SELECT key, data FROM ora_bench_table	0	1024	0	1024	100000	0	query	2021-10-12 10:36:59.059707000	2021-10-12 10:36:59.679093000	0	619386000
1.1.0	18a3a077d7e710807242a658dd833385	Release	ubuntu	8	amd64 / Linux / 5.11.0-37-generic	walter	db_21_3_ee	Elixir 1.12.3	oranif (Version 0.2.3)	8		0	1024	0	1024	100000	0	trial	2021-10-12 10:36:57.202095000	2021-10-12 10:36:59.994605000	2	2792510000
1.1.0	18a3a077d7e710807242a658dd833385	Release	ubuntu	8	amd64 / Linux / 5.11.0-37-generic	walter	db_21_3_ee	Elixir 1.12.3	oranif (Version 0.2.3)	9	INSERT INTO ora_bench_table (key, data) VALUES (:key, :data)	0	1024	0	1024	100000	0	query	2021-10-12 10:37:00.007522000	2021-10-12 10:37:01.851836000	1	1844314000
1.1.0	18a3a077d7e710807242a658dd833385	Release	ubuntu	8	amd64 / Linux / 5.11.0-37-generic	walter	db_21_3_ee	Elixir 1.12.3	oranif (Version 0.2.3)	9	SELECT key, data FROM ora_bench_table	0	1024	0	1024	100000	0	query	2021-10-12 10:37:01.852143000	2021-10-12 10:37:02.478232000	1	626089000
1.1.0	18a3a077d7e710807242a658dd833385	Release	ubuntu	8	amd64 / Linux / 5.11.0-37-generic	walter	db_21_3_ee	Elixir 1.12.3	oranif (Version 0.2.3)	9		0	1024	0	1024	100000	0	trial	2021-10-12 10:36:59.994824000	2021-10-12 10:37:02.863757000	3	2868933000
